user_id,start_date,pay_component,paycomponentvalue,currency_code,frequency,seq_number
1023,2023-04-01,Base Salary,8051.1,EUR,Monthly,1
1023,2023-04-01,Transport Allowance,51.32,EUR,Monthly,2
1023,2023-04-01,Housing Allowance,397.68,EUR,Monthly,3
1023,2025-09-24,Base Salary,8051.1,EUR,Monthly,1
1023,2025-09-24,Transport Allowance,51.32,EUR,Monthly,2
1023,2025-09-24,Car Allowance,450.0,EUR,Monthly,3
1023,2025-09-24,Housing Allowance,411.3,EUR,Monthly,4
1024,2016-12-03,Base Salary,3448.15,EUR,Monthly,1
1024,2016-12-03,Transport Allowance,45.12,EUR,Monthly,2
1024,2019-12-27,Base Salary,5154.19,EUR,Monthly,1
1024,2019-12-27,Transport Allowance,45.12,EUR,Monthly,2
1024,2022-12-27,Base Salary,7169.37,EUR,Monthly,1
1024,2022-12-27,Transport Allowance,45.12,EUR,Monthly,2
1024,2022-12-27,Car Allowance,400.0,EUR,Monthly,3
1024,2025-11-24,Base Salary,8513.11,EUR,Monthly,1
1024,2025-11-24,Transport Allowance,45.12,EUR,Monthly,2
1024,2025-11-24,Car Allowance,400.0,EUR,Monthly,3
1024,2025-12-30,Base Salary,8513.11,EUR,Monthly,1
1024,2025-12-30,Transport Allowance,45.12,EUR,Monthly,2
1024,2025-12-30,Car Allowance,400.0,EUR,Monthly,3
1025,2013-09-19,Base Salary,3429.88,EUR,Monthly,1
1025,2013-09-19,Transport Allowance,71.79,EUR,Monthly,2
1025,2019-10-11,Base Salary,7373.75,EUR,Monthly,1
1025,2019-10-11,Transport Allowance,71.79,EUR,Monthly,2
1025,2019-10-11,Car Allowance,350.0,EUR,Monthly,3
1025,2022-09-14,Base Salary,8260.64,EUR,Monthly,1
1025,2022-09-14,Transport Allowance,71.79,EUR,Monthly,2
1025,2022-09-14,Car Allowance,350.0,EUR,Monthly,3
1025,2025-12-20,Base Salary,8260.64,EUR,Monthly,1
1025,2025-12-20,Transport Allowance,71.79,EUR,Monthly,2
1025,2025-12-20,Car Allowance,350.0,EUR,Monthly,3
1026,2019-09-18,Base Salary,3828.44,EUR,Monthly,1
1026,2019-09-18,Transport Allowance,45.43,EUR,Monthly,2
1026,2025-12-18,Base Salary,7562.65,EUR,Monthly,1
1026,2025-12-18,Transport Allowance,45.43,EUR,Monthly,2
1027,2014-10-07,Base Salary,2504.39,EUR,Monthly,1
1027,2014-10-07,Transport Allowance,62.42,EUR,Monthly,2
1027,2017-10-21,Base Salary,3730.68,EUR,Monthly,1
1027,2017-10-21,Transport Allowance,62.42,EUR,Monthly,2
1027,2025-05-11,Base Salary,5518.17,EUR,Monthly,1
1027,2025-05-11,Transport Allowance,62.42,EUR,Monthly,2
1028,2015-07-25,Base Salary,4645.02,EUR,Monthly,1
1028,2015-07-25,Transport Allowance,62.45,EUR,Monthly,2
1028,2018-07-31,Base Salary,6305.46,EUR,Monthly,1
1028,2018-07-31,Transport Allowance,62.45,EUR,Monthly,2
1028,2021-07-19,Base Salary,8170.7,EUR,Monthly,1
1028,2021-07-19,Transport Allowance,62.45,EUR,Monthly,2
1028,2024-08-19,Base Salary,10541.49,EUR,Monthly,1
1028,2024-08-19,Transport Allowance,62.45,EUR,Monthly,2
1028,2025-04-22,Base Salary,10541.49,EUR,Monthly,1
1028,2025-04-22,Transport Allowance,62.45,EUR,Monthly,2
1029,2023-08-18,Base Salary,3046.05,EUR,Monthly,1
1029,2023-08-18,Transport Allowance,73.26,EUR,Monthly,2
1029,2025-03-24,Base Salary,3046.05,EUR,Monthly,1
1029,2025-03-24,Transport Allowance,73.26,EUR,Monthly,2
1030,2022-05-13,Base Salary,4310.74,EUR,Monthly,1
1030,2022-05-13,Transport Allowance,66.28,EUR,Monthly,2
1030,2025-05-09,Base Salary,5489.37,EUR,Monthly,1
1030,2025-05-09,Transport Allowance,66.28,EUR,Monthly,2
1030,2025-05-09,Housing Allowance,308.56,EUR,Monthly,3
1030,2025-07-25,Base Salary,5489.37,EUR,Monthly,1
1030,2025-07-25,Transport Allowance,66.28,EUR,Monthly,2
1030,2025-07-25,Housing Allowance,247.71,EUR,Monthly,3
1031,2021-02-01,Base Salary,3120.89,EUR,Monthly,1
1031,2021-02-01,Transport Allowance,68.08,EUR,Monthly,2
1031,2025-04-28,Base Salary,4343.32,EUR,Monthly,1
1031,2025-04-28,Transport Allowance,68.08,EUR,Monthly,2
1032,2019-11-12,Base Salary,2971.44,EUR,Monthly,1
1032,2019-11-12,Transport Allowance,60.88,EUR,Monthly,2
1032,2022-11-18,Base Salary,4314.82,EUR,Monthly,1
1032,2022-11-18,Transport Allowance,60.88,EUR,Monthly,2
1032,2025-12-15,Base Salary,5477.83,EUR,Monthly,1
1032,2025-12-15,Transport Allowance,60.88,EUR,Monthly,2
1033,2022-11-20,Base Salary,6354.15,EUR,Monthly,1
1033,2022-11-20,Transport Allowance,60.47,EUR,Monthly,2
1033,2025-01-11,Base Salary,7709.72,EUR,Monthly,1
1033,2025-01-11,Transport Allowance,60.47,EUR,Monthly,2
1034,2023-08-25,Base Salary,5611.96,EUR,Monthly,1
1034,2023-08-25,Transport Allowance,66.04,EUR,Monthly,2
1034,2025-03-18,Base Salary,5611.96,EUR,Monthly,1
1034,2025-03-18,Transport Allowance,66.04,EUR,Monthly,2
1035,2025-03-14,Base Salary,6626.01,EUR,Monthly,1
1035,2025-03-14,Transport Allowance,45.23,EUR,Monthly,2
1035,2025-03-14,Housing Allowance,394.08,EUR,Monthly,3
1035,2025-04-18,Base Salary,6626.01,EUR,Monthly,1
1035,2025-04-18,Transport Allowance,45.23,EUR,Monthly,2
1035,2025-04-18,Car Allowance,500.0,EUR,Monthly,3
1035,2025-04-18,Housing Allowance,261.18,EUR,Monthly,4
1036,2025-12-24,Base Salary,3968.81,EUR,Monthly,1
1036,2025-12-24,Transport Allowance,67.0,EUR,Monthly,2
1037,2018-10-28,Base Salary,5737.7,EUR,Monthly,1
1037,2018-10-28,Transport Allowance,73.7,EUR,Monthly,2
1037,2018-10-28,Housing Allowance,245.68,EUR,Monthly,3
1037,2025-08-08,Base Salary,6501.72,EUR,Monthly,1
1037,2025-08-08,Transport Allowance,73.7,EUR,Monthly,2
1037,2025-08-08,Housing Allowance,240.66,EUR,Monthly,3
1038,2015-08-04,Base Salary,5730.05,EUR,Monthly,1
1038,2015-08-04,Transport Allowance,46.93,EUR,Monthly,2
1038,2021-08-04,Base Salary,9858.72,EUR,Monthly,1
1038,2021-08-04,Transport Allowance,46.93,EUR,Monthly,2
1038,2021-08-04,Car Allowance,350.0,EUR,Monthly,3
1038,2025-02-13,Base Salary,9858.72,EUR,Monthly,1
1038,2025-02-13,Transport Allowance,46.93,EUR,Monthly,2
1038,2025-02-13,Car Allowance,350.0,EUR,Monthly,3
1039,2017-05-09,Base Salary,7068.03,EUR,Monthly,1
1039,2017-05-09,Transport Allowance,57.22,EUR,Monthly,2
1039,2017-05-09,Housing Allowance,231.98,EUR,Monthly,3
1039,2020-04-24,Base Salary,8172.87,EUR,Monthly,1
1039,2020-04-24,Transport Allowance,57.22,EUR,Monthly,2
1039,2020-04-24,Housing Allowance,207.14,EUR,Monthly,3
1039,2025-12-16,Base Salary,8172.87,EUR,Monthly,1
1039,2025-12-16,Transport Allowance,57.22,EUR,Monthly,2
1039,2025-12-16,Housing Allowance,327.18,EUR,Monthly,3
1040,2020-06-29,Base Salary,3749.96,EUR,Monthly,1
1040,2020-06-29,Transport Allowance,66.11,EUR,Monthly,2
1040,2023-06-23,Base Salary,4858.42,EUR,Monthly,1
1040,2023-06-23,Transport Allowance,66.11,EUR,Monthly,2
1040,2025-11-07,Base Salary,4858.42,EUR,Monthly,1
1040,2025-11-07,Transport Allowance,66.11,EUR,Monthly,2
1041,2019-10-22,Base Salary,3530.2,EUR,Monthly,1
1041,2019-10-22,Transport Allowance,56.59,EUR,Monthly,2
1041,2025-11-15,Base Salary,6049.77,EUR,Monthly,1
1041,2025-11-15,Transport Allowance,56.59,EUR,Monthly,2
1041,2026-01-05,Base Salary,6049.77,EUR,Monthly,1
1041,2026-01-05,Transport Allowance,56.59,EUR,Monthly,2
1042,2014-05-17,Base Salary,2751.06,EUR,Monthly,1
1042,2014-05-17,Transport Allowance,48.07,EUR,Monthly,2
1042,2020-05-12,Base Salary,4829.21,EUR,Monthly,1
1042,2020-05-12,Transport Allowance,48.07,EUR,Monthly,2
1042,2020-05-12,Housing Allowance,223.96,EUR,Monthly,3
1042,2023-04-17,Base Salary,5427.1,EUR,Monthly,1
1042,2023-04-17,Transport Allowance,48.07,EUR,Monthly,2
1042,2023-04-17,Housing Allowance,418.62,EUR,Monthly,3
1042,2025-04-06,Base Salary,5427.1,EUR,Monthly,1
1042,2025-04-06,Transport Allowance,48.07,EUR,Monthly,2
1042,2025-04-06,Housing Allowance,235.49,EUR,Monthly,3
1043,2021-07-20,Base Salary,5910.72,EUR,Monthly,1
1043,2021-07-20,Transport Allowance,54.95,EUR,Monthly,2
1043,2024-08-15,Base Salary,7274.83,EUR,Monthly,1
1043,2024-08-15,Transport Allowance,54.95,EUR,Monthly,2
1043,2025-08-11,Base Salary,7386.63,EUR,Monthly,1
1043,2025-08-11,Transport Allowance,54.95,EUR,Monthly,2
1044,2024-09-15,Base Salary,4352.97,EUR,Monthly,1
1044,2024-09-15,Transport Allowance,68.13,EUR,Monthly,2
1044,2025-08-30,Base Salary,4410.87,EUR,Monthly,1
1044,2025-08-30,Transport Allowance,68.13,EUR,Monthly,2
1045,2021-12-04,Base Salary,5455.23,EUR,Monthly,1
1045,2021-12-04,Transport Allowance,69.49,EUR,Monthly,2
1045,2021-12-04,Housing Allowance,325.9,EUR,Monthly,3
1045,2025-05-02,Base Salary,5455.23,EUR,Monthly,1
1045,2025-05-02,Transport Allowance,69.49,EUR,Monthly,2
1045,2025-05-02,Housing Allowance,323.68,EUR,Monthly,3
1046,2015-09-24,Base Salary,3065.01,EUR,Monthly,1
1046,2015-09-24,Transport Allowance,78.82,EUR,Monthly,2
1046,2018-10-09,Base Salary,4435.54,EUR,Monthly,1
1046,2018-10-09,Transport Allowance,78.82,EUR,Monthly,2
1046,2024-10-12,Base Salary,6665.59,EUR,Monthly,1
1046,2024-10-12,Transport Allowance,78.82,EUR,Monthly,2
1046,2024-10-12,Car Allowance,450.0,EUR,Monthly,3
1046,2025-08-01,Base Salary,6747.21,EUR,Monthly,1
1046,2025-08-01,Transport Allowance,78.82,EUR,Monthly,2
1046,2025-08-01,Car Allowance,450.0,EUR,Monthly,3
1047,2020-05-24,Base Salary,4514.41,EUR,Monthly,1
1047,2020-05-24,Transport Allowance,71.23,EUR,Monthly,2
1047,2025-07-11,Base Salary,6046.69,EUR,Monthly,1
1047,2025-07-11,Transport Allowance,71.23,EUR,Monthly,2
1048,2012-10-19,Base Salary,2356.63,EUR,Monthly,1
1048,2012-10-19,Transport Allowance,57.61,EUR,Monthly,2
1048,2018-09-29,Base Salary,4726.93,EUR,Monthly,1
1048,2018-09-29,Transport Allowance,57.61,EUR,Monthly,2
1048,2018-09-29,Housing Allowance,207.88,EUR,Monthly,3
1048,2025-07-02,Base Salary,5450.47,EUR,Monthly,1
1048,2025-07-02,Transport Allowance,57.61,EUR,Monthly,2
1048,2025-07-02,Housing Allowance,369.07,EUR,Monthly,3
1049,2022-09-03,Base Salary,2913.21,EUR,Monthly,1
1049,2022-09-03,Transport Allowance,56.3,EUR,Monthly,2
1049,2025-08-16,Base Salary,4322.06,EUR,Monthly,1
1049,2025-08-16,Transport Allowance,56.3,EUR,Monthly,2
1049,2025-08-26,Base Salary,4322.06,EUR,Monthly,1
1049,2025-08-26,Transport Allowance,56.3,EUR,Monthly,2
1050,2019-03-08,Base Salary,4863.5,EUR,Monthly,1
1050,2019-03-08,Transport Allowance,76.41,EUR,Monthly,2
1050,2022-03-28,Base Salary,6573.28,EUR,Monthly,1
1050,2022-03-28,Transport Allowance,76.41,EUR,Monthly,2
1050,2022-03-28,Housing Allowance,380.46,EUR,Monthly,3
1050,2025-03-26,Base Salary,8238.86,EUR,Monthly,1
1050,2025-03-26,Transport Allowance,76.41,EUR,Monthly,2
1050,2025-03-26,Housing Allowance,366.86,EUR,Monthly,3
1050,2025-10-21,Base Salary,8590.66,EUR,Monthly,1
1050,2025-10-21,Transport Allowance,76.41,EUR,Monthly,2
1050,2025-10-21,Housing Allowance,385.53,EUR,Monthly,3
1051,2018-07-18,Base Salary,3355.08,EUR,Monthly,1
1051,2018-07-18,Transport Allowance,47.27,EUR,Monthly,2
1051,2021-08-06,Base Salary,4552.29,EUR,Monthly,1
1051,2021-08-06,Transport Allowance,47.27,EUR,Monthly,2
1051,2024-07-25,Base Salary,5967.15,EUR,Monthly,1
1051,2024-07-25,Transport Allowance,47.27,EUR,Monthly,2
1051,2024-07-25,Housing Allowance,303.58,EUR,Monthly,3
1051,2025-01-22,Base Salary,5967.15,EUR,Monthly,1
1051,2025-01-22,Transport Allowance,47.27,EUR,Monthly,2
1051,2025-01-22,Housing Allowance,226.85,EUR,Monthly,3
1052,2019-12-18,Base Salary,3760.59,EUR,Monthly,1
1052,2019-12-18,Transport Allowance,75.08,EUR,Monthly,2
1052,2022-11-21,Base Salary,4956.61,EUR,Monthly,1
1052,2022-11-21,Transport Allowance,75.08,EUR,Monthly,2
1052,2025-12-25,Base Salary,7390.31,EUR,Monthly,1
1052,2025-12-25,Transport Allowance,75.08,EUR,Monthly,2
1052,2025-12-25,Car Allowance,450.0,EUR,Monthly,3
1052,2025-12-25,Housing Allowance,272.43,EUR,Monthly,4
1052,2026-02-18,Base Salary,7426.97,EUR,Monthly,1
1052,2026-02-18,Transport Allowance,75.08,EUR,Monthly,2
1052,2026-02-18,Car Allowance,450.0,EUR,Monthly,3
1052,2026-02-18,Housing Allowance,291.03,EUR,Monthly,4
1053,2012-03-12,Base Salary,3964.91,EUR,Monthly,1
1053,2012-03-12,Transport Allowance,52.34,EUR,Monthly,2
1053,2015-03-19,Base Salary,5169.4,EUR,Monthly,1
1053,2015-03-19,Transport Allowance,52.34,EUR,Monthly,2
1053,2021-03-24,Base Salary,8959.01,EUR,Monthly,1
1053,2021-03-24,Transport Allowance,52.34,EUR,Monthly,2
1053,2021-03-24,Housing Allowance,245.99,EUR,Monthly,3
1053,2025-09-15,Base Salary,10134.24,EUR,Monthly,1
1053,2025-09-15,Transport Allowance,52.34,EUR,Monthly,2
1053,2025-09-15,Housing Allowance,212.8,EUR,Monthly,3
1054,2013-12-12,Base Salary,5884.89,EUR,Monthly,1
1054,2013-12-12,Transport Allowance,65.0,EUR,Monthly,2
1054,2016-12-20,Base Salary,7262.75,EUR,Monthly,1
1054,2016-12-20,Transport Allowance,65.0,EUR,Monthly,2
1054,2025-05-18,Base Salary,7345.02,EUR,Monthly,1
1054,2025-05-18,Transport Allowance,65.0,EUR,Monthly,2
1055,2022-11-26,Base Salary,10497.39,EUR,Monthly,1
1055,2022-11-26,Transport Allowance,79.28,EUR,Monthly,2
1055,2022-11-26,Housing Allowance,316.37,EUR,Monthly,3
1055,2025-11-30,Base Salary,12639.25,EUR,Monthly,1
1055,2025-11-30,Transport Allowance,79.28,EUR,Monthly,2
1055,2025-11-30,Car Allowance,500.0,EUR,Monthly,3
1055,2025-11-30,Housing Allowance,219.29,EUR,Monthly,4
1056,2016-12-28,Base Salary,5441.66,EUR,Monthly,1
1056,2016-12-28,Transport Allowance,70.34,EUR,Monthly,2
1056,2019-12-24,Base Salary,8267.53,EUR,Monthly,1
1056,2019-12-24,Transport Allowance,70.34,EUR,Monthly,2
1056,2019-12-24,Car Allowance,450.0,EUR,Monthly,3
1056,2025-09-06,Base Salary,10288.28,EUR,Monthly,1
1056,2025-09-06,Transport Allowance,70.34,EUR,Monthly,2
1056,2025-09-06,Car Allowance,450.0,EUR,Monthly,3
1057,2019-09-20,Base Salary,3196.25,EUR,Monthly,1
1057,2019-09-20,Transport Allowance,66.17,EUR,Monthly,2
1057,2022-09-10,Base Salary,4165.86,EUR,Monthly,1
1057,2022-09-10,Transport Allowance,66.17,EUR,Monthly,2
1057,2025-10-17,Base Salary,6612.14,EUR,Monthly,1
1057,2025-10-17,Transport Allowance,66.17,EUR,Monthly,2
1057,2025-10-17,Car Allowance,500.0,EUR,Monthly,3
1058,2024-03-29,Base Salary,4394.48,EUR,Monthly,1
1058,2024-03-29,Transport Allowance,72.59,EUR,Monthly,2
1058,2025-10-21,Base Salary,4561.8,EUR,Monthly,1
1058,2025-10-21,Transport Allowance,72.59,EUR,Monthly,2
1059,2024-12-17,Base Salary,7041.38,EUR,Monthly,1
1059,2024-12-17,Transport Allowance,69.74,EUR,Monthly,2
1059,2025-08-30,Base Salary,7041.38,EUR,Monthly,1
1059,2025-08-30,Transport Allowance,69.74,EUR,Monthly,2
1060,2013-10-23,Base Salary,3005.14,EUR,Monthly,1
1060,2013-10-23,Transport Allowance,59.95,EUR,Monthly,2
1060,2026-01-27,Base Salary,7730.92,EUR,Monthly,1
1060,2026-01-27,Transport Allowance,59.95,EUR,Monthly,2
1061,2020-08-20,Base Salary,7322.1,EUR,Monthly,1
1061,2020-08-20,Transport Allowance,74.67,EUR,Monthly,2
1061,2025-01-08,Base Salary,7553.37,EUR,Monthly,1
1061,2025-01-08,Transport Allowance,74.67,EUR,Monthly,2
1062,2018-05-12,Base Salary,3146.37,EUR,Monthly,1
1062,2018-05-12,Transport Allowance,54.09,EUR,Monthly,2
1062,2021-05-12,Base Salary,4998.93,EUR,Monthly,1
1062,2021-05-12,Transport Allowance,54.09,EUR,Monthly,2
1062,2025-02-19,Base Salary,6797.22,EUR,Monthly,1
1062,2025-02-19,Transport Allowance,54.09,EUR,Monthly,2
1062,2025-02-19,Car Allowance,450.0,EUR,Monthly,3
1063,2025-03-31,Base Salary,10365.21,EUR,Monthly,1
1063,2025-03-31,Transport Allowance,65.13,EUR,Monthly,2
1063,2025-09-19,Base Salary,10365.21,EUR,Monthly,1
1063,2025-09-19,Transport Allowance,65.13,EUR,Monthly,2
1064,2017-07-07,Base Salary,5641.37,EUR,Monthly,1
1064,2017-07-07,Transport Allowance,66.81,EUR,Monthly,2
1064,2025-04-30,Base Salary,7032.68,EUR,Monthly,1
